#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Nov 01 22:06:33 EST 2020,13,13,Assignment4Suite,CacheMapTest2+ CacheTest3+ CacheTest4+ CacheTest7+ HeapDelMinTest0+ HeapDelMinTest1+ , ,CacheHeapTest0- CacheHeapTest1- CacheHeapTest2- CacheHeapTest3- CacheMapTest0- CacheMapTest1- CacheMapTest3- CacheTest0- CacheTest1- CacheTest2- CacheTest5- CacheTest6- CacheTest8- CacheTest9- HeapDelMinTest10- HeapDelMinTest11- HeapDelMinTest12- HeapDelMinTest13- HeapDelMinTest14- HeapDelMinTest2- HeapDelMinTest3- HeapDelMinTest4- HeapDelMinTest5- HeapDelMinTest6- HeapDelMinTest7- HeapDelMinTest8- HeapDelMinTest9- HeapIncDecEltTest0- HeapIncDecEltTest1- HeapIncDecEltTest2- HeapIncDecEltTest3- HeapIncDecEltTest4- HeapIncDecEltTest5- HeapInsertTest0- HeapInsertTest1- HeapInsertTest2- HeapInsertTest3- HeapInsertTest4- , ,
1,Sun Nov 01 22:29:36 EST 2020,11,-2,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1- HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
2,Mon Nov 02 01:20:38 EST 2020,11,0,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
3,Mon Nov 02 01:24:37 EST 2020,11,0,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
4,Mon Nov 02 01:27:10 EST 2020,11,0,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
5,Mon Nov 02 01:27:43 EST 2020,18,7,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest11+ HeapDelMinTest13+ HeapDelMinTest9+ , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest12 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
6,Mon Nov 02 01:37:21 EST 2020,11,-7,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11- HeapDelMinTest12 HeapDelMinTest13- HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9- HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
7,Mon Nov 02 01:43:11 EST 2020,18,7,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest11+ HeapDelMinTest13+ HeapDelMinTest9+ , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest12 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
8,Mon Nov 02 01:51:46 EST 2020,18,0,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest11 HeapDelMinTest13 HeapDelMinTest9 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest12 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
9,Mon Nov 02 01:55:07 EST 2020,18,0,Assignment4Suite,CacheMapTest2 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest11 HeapDelMinTest13 HeapDelMinTest9 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest12 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
